method,case_id,category,fake_record_name,synthetic_input_bytes,synthetic_output_preview,requested_write_length,writer_policy_label,expected_writer_type_label,expected_observation,actual_observation,expected_status,actual_status,zig_harness_match,anytype_match,anywriter_match,generic_writer_match,write_writeall_match,fixed_buffer_match,arraylist_match,fmt_match,wrapper_match,version_compatibility_local_only,production_logger_truth_not_tested,naive_expected_to_fail,naive_match,output_bytes,elapsed_sec,fail_reason
preserve_original_case_baseline,fixed_buffer_writer_out_of_space_marker_01,fixed_buffer_policy,demo_buffer,sample_payload_that_is_way_too_long,toy_output,64,fixed_buffer_oom,anytype,write_ok,write_ok,error,error,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,fixed_buffer_out_of_space
preserve_original_case_baseline,arraylist_writer_grows_with_allocator_marker_01,arraylist_policy,demo_writer,example_log_line,toy_output,16,arraylist_writer,arraylist_writer,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007200618041679263,
preserve_original_case_baseline,fmt_format_writes_to_writer_marker_01,fmt_policy,synthetic_format_case,demo {},demo 42,7,fmt_format,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007178786909207702,
preserve_original_case_baseline,fmt_print_context_not_run_01,fmt_policy,synthetic_format_case,fake_message,toy_output,16,fmt_print,anytype,not_run_fmt_print,not_run_fmt_print,skip,skip,True,True,True,True,True,True,True,True,True,True,True,False,True,17,0.0,fmt_print_context_not_run
preserve_original_case_baseline,json_stringify_writer_context_marker_01,json_context,fake_json_value,"{""key"":""value""}","{""key"":""value""}",15,json_stringify,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,json_stringify_writer_context_not_tested
preserve_original_case_baseline,custom_jsonStringify_context_marker_01,json_context,fake_json_value,"{""x"":1}",toy_output,16,custom_jsonStringify,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,custom_jsonStringify_context_not_tested
preserve_original_case_baseline,anywriter_stored_in_struct_marker_01,anywriter_policy,sample_struct_field,example_log_line,toy_output,16,anywriter_struct_field,AnyWriter,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007285661995410919,
preserve_original_case_baseline,generic_writer_not_single_interface_marker_01,generic_writer_policy,toy_interface_case,fake_message,toy_output,16,generic_writer,GenericWriter,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007276277989149094,
preserve_original_case_baseline,any_conversion_marker_01,anywriter_policy,demo_any_writer,sample_payload,toy_output,16,any_conversion,AnyWriter,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007052093045786023,
preserve_original_case_baseline,anyerror_erasure_context_marker_01,typed_error_context,synthetic_error_case,fake_message,toy_output,16,anyerror_erasure,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007145798997953534,
preserve_original_case_baseline,typed_error_preservation_marker_01,typed_error_context,synthetic_error_case,fake_message,toy_output,16,typed_error_preserved,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007034387206658721,
preserve_original_case_baseline,error_cast_context_marker_01,typed_error_context,synthetic_error_case,fake_message,toy_output,16,error_cast,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.00700786616653204,
preserve_original_case_baseline,writeByte_marker_01,anytype_policy,demo_writer,X,toy_output,1,writeByte,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007201713975518942,
preserve_original_case_baseline,writeByteNTimes_or_version_fallback_marker_01,anytype_policy,demo_writer,AAAA,toy_output,4,writeByteNTimes,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007394333835691214,
preserve_original_case_baseline,helper_method_default_behavior_marker_01,anytype_policy,demo_writer,sample_payload,toy_output,16,helper_default,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007162969093769789,
preserve_original_case_baseline,optimized_helper_not_proved_marker_01,performance_context_not_tested,demo_writer,sample_payload,toy_output,16,optimized_helper,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,optimized_helper_not_proved
preserve_original_case_baseline,dynamic_dispatch_context_marker_01,performance_context_not_tested,toy_interface_case,fake_message,toy_output,16,dynamic_dispatch,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,dynamic_dispatch_context_not_tested
preserve_original_case_baseline,function_pointer_overhead_context_marker_01,performance_context_not_tested,toy_interface_case,fake_message,toy_output,16,function_pointer_overhead,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,function_pointer_overhead_context_not_tested
preserve_original_case_baseline,monomorphization_context_marker_01,performance_context_not_tested,toy_interface_case,fake_message,toy_output,16,monomorphization,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,monomorphization_context_not_tested
preserve_original_case_baseline,code_bloat_context_not_measured_01,performance_context_not_tested,toy_interface_case,fake_message,toy_output,16,code_bloat,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,code_bloat_context_not_measured
preserve_original_case_baseline,interface_documentation_context_marker_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,interface_documentation,anytype,interface_doc_ok,write_ok,success,success,False,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0075119249522686005,
preserve_original_case_baseline,rust_trait_comparison_context_not_tested_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,rust_trait_comparison,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,rust_trait_comparison_context_not_tested
preserve_original_case_baseline,composition_policy_marker_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,composition_policy,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007049072999507189,
preserve_original_case_baseline,struct_field_anytype_not_allowed_context_marker_01,interface_documentation_context,sample_struct_field,fake_message,toy_output,16,struct_field_anytype,anytype,not_run_compile_error,not_run_compile_error,skip,skip,True,True,True,True,True,True,True,True,True,True,True,False,True,21,0.0,struct_field_anytype_not_allowed
preserve_original_case_baseline,tagged_union_interface_context_not_required_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,tagged_union_interface,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,tagged_union_interface_context_not_required
preserve_original_case_baseline,stdlib_churn_new_io_context_marker_01,version_compatibility,toy_interface_case,fake_message,toy_output,16,stdlib_churn_io,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0072702630423009396,
preserve_original_case_baseline,zig_version_compatibility_marker_01,version_compatibility,toy_interface_case,fake_message,toy_output,16,zig_version_compat,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007133126957342029,
preserve_original_case_baseline,no_real_file_io_marker_01,safety_scope,fictional_sink,fake_message,toy_output,16,no_real_file_io,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.006979998899623752,no_real_file_io
preserve_original_case_baseline,no_network_writer_marker_01,safety_scope,fictional_sink,fake_message,toy_output,16,no_network_writer,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007123107090592384,no_network_writer
preserve_original_case_baseline,no_unbounded_output_marker_01,safety_scope,fictional_sink,fake_message,toy_output,16,no_unbounded_output,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007786568021401763,no_unbounded_output
preserve_original_case_baseline,no_attacker_format_string_marker_01,safety_scope,fictional_sink,fake_message,toy_output,16,no_attacker_format_string,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007081545190885663,no_attacker_format_string
preserve_original_case_baseline,production_logger_not_tested_01,production_logger_not_tested,fictional_sink,fake_message,toy_output,16,production_logger,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,production_logger_not_tested
preserve_original_case_baseline,serialization_library_not_tested_01,production_logger_not_tested,fictional_sink,fake_message,toy_output,16,serialization_library,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,serialization_library_not_tested
preserve_original_case_baseline,performance_microbenchmark_not_proof_01,performance_context_not_tested,fictional_sink,fake_message,toy_output,16,performance_microbenchmark,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,performance_microbenchmark_not_proof
preserve_original_case_baseline,writer_wrapper_result_struct_marker_01,anytype_policy,demo_writer,sample_payload,toy_output,16,writer_wrapper_result,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.00736709195189178,
preserve_original_case_baseline,wrapper_records_bytes_requested_marker_01,anytype_policy,demo_writer,sample_payload,toy_output,14,wrapper_bytes_requested,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.00714414706453681,
preserve_original_case_baseline,wrapper_records_bytes_written_marker_01,anytype_policy,demo_writer,sample_payload,toy_output,14,wrapper_bytes_written,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007045411970466375,
preserve_original_case_baseline,wrapper_records_error_marker_01,anytype_policy,synthetic_error_case,fake_message,toy_output,16,wrapper_records_error,anytype,write_ok,write_ok,error,error,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,wrapper_records_error
preserve_original_case_baseline,naive_writer_policy_expected_fail_01,naive_writer_policy,toy_interface_case,fake_message,toy_output,16,naive_writer,anytype,naive_fail,naive_fail,error,error,True,True,True,True,True,True,True,True,True,True,True,True,True,10,0.0,naive_writer_policy_expected_fail
preserve_original_case_baseline,external_api_truth_not_tested_01,external_interface_truth_not_tested,toy_interface_case,fake_message,toy_output,16,external_api_truth,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,external_api_truth_not_tested
preserve_original_case_baseline,safety_caveat_01,safety_scope,fictional_sink,fake_message,toy_output,16,safety_caveat,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.007223167922347784,toy_lab_safety_caveats
zig_compiler_discovery_checker,writer_anytype_accepts_arraylist_writer_01,anytype_policy,demo_writer,example_log_line,example_log_line,16,anytype_arraylist,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,writer_anytype_accepts_fixed_buffer_writer_01,anytype_policy,demo_writer,sample_payload,sample_payload,14,anytype_fixed_buffer,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,writer_anytype_missing_method_compile_context_not_run_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,anytype_missing_method,anytype,not_run_compile_error,not_run_compile_error,skip,skip,True,True,True,True,True,True,True,True,True,True,True,False,True,21,0.0,anytype_missing_method_compile_context_not_run
zig_compiler_discovery_checker,write_vs_writeAll_partial_write_marker_01,partial_write_policy,toy_partial_write,synthetic_chunk,toy_output,15,write_partial,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,writeAll_loops_until_complete_marker_01,partial_write_policy,toy_partial_write,synthetic_chunk,toy_output,15,writeAll_complete,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,writeAll_stops_on_error_marker_01,partial_write_policy,synthetic_error_case,fake_message,toy_output,12,writeAll_error,anytype,write_ok,write_ok,error,error,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,writeAll_stops_on_error
zig_compiler_discovery_checker,custom_counting_writer_records_bytes_marker_01,anytype_policy,fake_counter_writer,example_log_line,toy_output,16,counting_writer,counting_writer,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,failing_writer_records_error_marker_01,anytype_policy,synthetic_error_case,fake_message,toy_output,12,failing_writer,anytype,error_recorded,error_recorded,error,error,True,True,True,True,True,True,True,True,True,True,True,False,True,14,0.0,failing_writer_records_error
zig_compiler_discovery_checker,partial_writer_records_short_write_marker_01,partial_write_policy,toy_partial_write,synthetic_chunk,toy_output,20,partial_writer,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,fixed_buffer_writer_exact_fit_marker_01,fixed_buffer_policy,demo_buffer,sample_payload,toy_output,14,fixed_buffer_exact_fit,fixed_buffer_writer,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,fixed_buffer_writer_out_of_space_marker_01,fixed_buffer_policy,demo_buffer,sample_payload_that_is_way_too_long,toy_output,64,fixed_buffer_oom,anytype,write_ok,write_ok,error,error,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,fixed_buffer_out_of_space
zig_compiler_discovery_checker,arraylist_writer_grows_with_allocator_marker_01,arraylist_policy,demo_writer,example_log_line,toy_output,16,arraylist_writer,arraylist_writer,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,fmt_format_writes_to_writer_marker_01,fmt_policy,synthetic_format_case,demo {},demo 42,7,fmt_format,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,fmt_print_context_not_run_01,fmt_policy,synthetic_format_case,fake_message,toy_output,16,fmt_print,anytype,not_run_fmt_print,not_run_fmt_print,skip,skip,True,True,True,True,True,True,True,True,True,True,True,False,True,17,0.0,fmt_print_context_not_run
zig_compiler_discovery_checker,json_stringify_writer_context_marker_01,json_context,fake_json_value,"{""key"":""value""}","{""key"":""value""}",15,json_stringify,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,json_stringify_writer_context_not_tested
zig_compiler_discovery_checker,custom_jsonStringify_context_marker_01,json_context,fake_json_value,"{""x"":1}",toy_output,16,custom_jsonStringify,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,custom_jsonStringify_context_not_tested
zig_compiler_discovery_checker,anywriter_stored_in_struct_marker_01,anywriter_policy,sample_struct_field,example_log_line,toy_output,16,anywriter_struct_field,AnyWriter,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,generic_writer_not_single_interface_marker_01,generic_writer_policy,toy_interface_case,fake_message,toy_output,16,generic_writer,GenericWriter,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,any_conversion_marker_01,anywriter_policy,demo_any_writer,sample_payload,toy_output,16,any_conversion,AnyWriter,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,anyerror_erasure_context_marker_01,typed_error_context,synthetic_error_case,fake_message,toy_output,16,anyerror_erasure,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,typed_error_preservation_marker_01,typed_error_context,synthetic_error_case,fake_message,toy_output,16,typed_error_preserved,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,error_cast_context_marker_01,typed_error_context,synthetic_error_case,fake_message,toy_output,16,error_cast,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,writeByte_marker_01,anytype_policy,demo_writer,X,toy_output,1,writeByte,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,writeByteNTimes_or_version_fallback_marker_01,anytype_policy,demo_writer,AAAA,toy_output,4,writeByteNTimes,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,helper_method_default_behavior_marker_01,anytype_policy,demo_writer,sample_payload,toy_output,16,helper_default,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,optimized_helper_not_proved_marker_01,performance_context_not_tested,demo_writer,sample_payload,toy_output,16,optimized_helper,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,optimized_helper_not_proved
zig_compiler_discovery_checker,dynamic_dispatch_context_marker_01,performance_context_not_tested,toy_interface_case,fake_message,toy_output,16,dynamic_dispatch,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,dynamic_dispatch_context_not_tested
zig_compiler_discovery_checker,function_pointer_overhead_context_marker_01,performance_context_not_tested,toy_interface_case,fake_message,toy_output,16,function_pointer_overhead,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,function_pointer_overhead_context_not_tested
zig_compiler_discovery_checker,monomorphization_context_marker_01,performance_context_not_tested,toy_interface_case,fake_message,toy_output,16,monomorphization,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,monomorphization_context_not_tested
zig_compiler_discovery_checker,code_bloat_context_not_measured_01,performance_context_not_tested,toy_interface_case,fake_message,toy_output,16,code_bloat,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,code_bloat_context_not_measured
zig_compiler_discovery_checker,interface_documentation_context_marker_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,interface_documentation,anytype,interface_doc_ok,interface_doc_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,16,0.0,
zig_compiler_discovery_checker,rust_trait_comparison_context_not_tested_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,rust_trait_comparison,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,rust_trait_comparison_context_not_tested
zig_compiler_discovery_checker,composition_policy_marker_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,composition_policy,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,struct_field_anytype_not_allowed_context_marker_01,interface_documentation_context,sample_struct_field,fake_message,toy_output,16,struct_field_anytype,anytype,not_run_compile_error,not_run_compile_error,skip,skip,True,True,True,True,True,True,True,True,True,True,True,False,True,21,0.0,struct_field_anytype_not_allowed
zig_compiler_discovery_checker,tagged_union_interface_context_not_required_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,tagged_union_interface,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,tagged_union_interface_context_not_required
zig_compiler_discovery_checker,stdlib_churn_new_io_context_marker_01,version_compatibility,toy_interface_case,fake_message,toy_output,16,stdlib_churn_io,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,zig_version_compatibility_marker_01,version_compatibility,toy_interface_case,fake_message,toy_output,16,zig_version_compat,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,no_real_file_io_marker_01,safety_scope,fictional_sink,fake_message,toy_output,16,no_real_file_io,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,no_real_file_io
zig_compiler_discovery_checker,no_network_writer_marker_01,safety_scope,fictional_sink,fake_message,toy_output,16,no_network_writer,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,no_network_writer
zig_compiler_discovery_checker,no_unbounded_output_marker_01,safety_scope,fictional_sink,fake_message,toy_output,16,no_unbounded_output,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,no_unbounded_output
zig_compiler_discovery_checker,no_attacker_format_string_marker_01,safety_scope,fictional_sink,fake_message,toy_output,16,no_attacker_format_string,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,no_attacker_format_string
zig_compiler_discovery_checker,production_logger_not_tested_01,production_logger_not_tested,fictional_sink,fake_message,toy_output,16,production_logger,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,production_logger_not_tested
zig_compiler_discovery_checker,serialization_library_not_tested_01,production_logger_not_tested,fictional_sink,fake_message,toy_output,16,serialization_library,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,serialization_library_not_tested
zig_compiler_discovery_checker,performance_microbenchmark_not_proof_01,performance_context_not_tested,fictional_sink,fake_message,toy_output,16,performance_microbenchmark,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,performance_microbenchmark_not_proof
zig_compiler_discovery_checker,writer_wrapper_result_struct_marker_01,anytype_policy,demo_writer,sample_payload,toy_output,16,writer_wrapper_result,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,wrapper_records_bytes_requested_marker_01,anytype_policy,demo_writer,sample_payload,toy_output,14,wrapper_bytes_requested,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,wrapper_records_bytes_written_marker_01,anytype_policy,demo_writer,sample_payload,toy_output,14,wrapper_bytes_written,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_compiler_discovery_checker,wrapper_records_error_marker_01,anytype_policy,synthetic_error_case,fake_message,toy_output,16,wrapper_records_error,anytype,write_ok,write_ok,error,error,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,wrapper_records_error
zig_compiler_discovery_checker,naive_writer_policy_expected_fail_01,naive_writer_policy,toy_interface_case,fake_message,toy_output,16,naive_writer,anytype,naive_fail,naive_fail,error,error,True,True,True,True,True,True,True,True,True,True,True,True,True,10,0.0,naive_writer_policy_expected_fail
zig_compiler_discovery_checker,external_api_truth_not_tested_01,external_interface_truth_not_tested,toy_interface_case,fake_message,toy_output,16,external_api_truth,anytype,not_tested,not_tested,not_tested,not_tested,True,True,True,True,True,True,True,True,True,True,True,False,True,10,0.0,external_api_truth_not_tested
zig_compiler_discovery_checker,safety_caveat_01,safety_scope,fictional_sink,fake_message,toy_output,16,safety_caveat,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,toy_lab_safety_caveats
zig_harness_compile_checker,writer_anytype_accepts_arraylist_writer_01,anytype_policy,demo_writer,example_log_line,example_log_line,16,anytype_arraylist,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_harness_compile_checker,writer_anytype_accepts_fixed_buffer_writer_01,anytype_policy,demo_writer,sample_payload,sample_payload,14,anytype_fixed_buffer,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
zig_harness_compile_checker,writer_anytype_missing_method_compile_context_not_run_01,interface_documentation_context,toy_interface_case,fake_message,toy_output,16,anytype_missing_method,anytype,not_run_compile_error,not_run_compile_error,skip,skip,True,True,True,True,True,True,True,True,True,True,True,False,True,21,0.0,anytype_missing_method_compile_context_not_run
zig_harness_compile_checker,write_vs_writeAll_partial_write_marker_01,partial_write_policy,toy_partial_write,synthetic_chunk,toy_output,15,write_partial,anytype,write_ok,write_ok,success,success,True,True,True,True,True,True,True,True,True,True,True,False,True,8,0.0,
